"010000",Державне управління,"16,011,400.00","7,327,200.00","1,016,500.00","3,631,400.00","2,034,000.00",,"1,264,000.00","1,597,400.00","1,597,400.00","1,597,400.00","19,642,800.00"
"010116",Органи  місцевого самоврядування,"16,011,400.00","7,327,200.00","1,016,500.00","3,631,400.00","2,034,000.00",,"1,264,000.00","1,597,400.00","1,597,400.00","1,597,400.00","19,642,800.00"
"070000",Освіта,"789,851,584.00","302,146,600.00","49,812,900.00","49,989,200.00","33,354,200.00","4,894,600.00","1,349,000.00","16,635,000.00","14,580,000.00","14,580,000.00","839,840,784.00"
"070301","Загальноосвітні школи-інтернати, загальноосвітні санаторні школи-інтернати","36,773,100.00","16,862,100.00","3,966,200.00","483,700.00","54,700.00",,"9,000.00","429,000.00","429,000.00","429,000.00","37,256,800.00"
"070302","Загальноосвітні школи-інтернати для дітей-сиріт та дітей, які залишилися без піклування батьків ","8,973,000.00","3,953,800.00","939,100.00","210,000.00","8,000.00",,,"202,000.00","202,000.00","202,000.00","9,183,000.00"
"070304","Спеціальні загальноосвітні школи-інтернати, школи та інші заклади освіти для дітей з вадами у фізичному чи розумовому розвитку","135,489,300.00","74,502,400.00","8,646,400.00","1,943,400.00","56,900.00",,"2,300.00","1,886,500.00","1,886,500.00","1,886,500.00","137,432,700.00"
"070307","Загальноосвітні спеціалізовані школи-інтернати з поглибленим вивченням окремих предметів і курсів для поглибленої підготовки дітей в галузі науки і мистецтв, фізичної культури і спорту, інших галузях, ліцеї з посиленою військово-фізичною підготовкою","18,887,800.00","7,721,100.00","1,464,100.00","348,000.00",,,,"348,000.00","348,000.00","348,000.00","19,235,800.00"
"070401","Позашкільні заклади освіти, заходи із позашкільної роботи з дітьми","9,903,400.00","5,386,100.00","422,100.00","918,500.00","665,100.00","326,800.00","29,900.00","253,400.00","246,000.00","246,000.00","10,821,900.00"
"070501",Професійно-технічні заклади освіти,"411,085,500.00","190,582,800.00","34,120,000.00","32,280,000.00","20,000,000.00","4,310,000.00","1,300,000.00","12,280,000.00","10,780,000.00","10,780,000.00","443,365,500.00"
"070601",Вищі заклади освіти I та II рівнів акредитації,"151,778,830.00",,,"12,388,700.00","11,402,100.00",,,"986,600.00","490,000.00","490,000.00","164,167,530.00"
