"010000",Державне управління,"4,744.10","3,220.90",103.2,0,,,,0,0,0,"4,744.10"
"010116",Органи місцевого самоврядування,"4,744.10","3,220.90",103.2,0,,,,,,,"4,744.10"
"070000",Освіта,"460,222.30","202,774.60","32,553.80","45,561.95","28,413.31","4,265.90","1,752.67","17,148.64","15,117.20","15,117.20","505,784.25"
"070301","Загальноосвітні школи-інтернати, загальноосвітні санаторні школи-інтернати ","8,300.40","4,039.00",508,112.2,9,,,103.2,103.2,103.2,"8,412.60"
"070302","Загальноосвітні школи-інтернати для дітей-сиріт та дітей, які залишилися без піклування батьків ","20,484.00","8,859.80","2,392.80","1,504.00",,,,"1,504.00","1,504.00","1,504.00","21,988.00"
"070303","Дитячі будинки (в т. ч. сімейного типу, прийомні сім'ї) ","8,231.50","4,138.00",662.6,650,,,,650,650,650,"8,881.50"
"070304","Спеціальні загальноосвітні школи-інтернати, школи та інші заклади освіти для дітей з вадами у фізичному чи розумовому розвитку ","103,788.70","55,596.30","7,770.00","5,760.00",51.5,5.5,0.4,"5,708.50","5,708.50","5,708.50","109,548.70"
"070401","Позашкільні заклади освіти, заходи із позашкільної роботи з дітьми ","8,744.90","5,325.00",392.3,751.8,77.8,,8,674,674,674,"9,496.70"
"070501",Професійно-технічні заклади освіти ,"171,992.10","78,898.10","16,027.80","9,886.30","8,773.90","1,305.90",797.8,"1,112.40",,,"181,878.40"
"070601",Вищі заклади освіти I та II рівнів акредитації ,"120,521.20","37,222.60","4,044.90","22,902.35","18,290.91","2,677.50",685.8,"4,611.44","3,713.10","3,713.10","143,423.55"
"070701","Заклади післядипломної освіти III - IV рівнів акредитації (академії, інститути, центри підвищення кваліфікації, перепідготовки, вдосконалення) ","11,965.70","6,439.80",668.9,"2,222.30","1,209.20",277,260.67,"1,013.10",992.4,992.4,"14,188.00"
"070806",Інші заклади освіти ,"3,252.00","1,898.00",86.5,121,1,,,120,120,120,"3,373.00"
"070807",Інші освітні програми ,"2,941.80",358,,"1,652.00",,,,"1,652.00","1,652.00","1,652.00","4,593.80"
"080000",Охорона здоров'я,"1,159,965.50","268,137.90","59,508.90","20,912.70","15,556.40","1,369.55",546,"5,356.30","4,000.00","4,000.00","1,180,878.20"
"080101",Лікарні ,"542,477.30","66,998.00","14,145.00","9,305.20","8,282.90",95,0.6,"1,022.30",,,"551,782.50"
"080201","Спеціалізовані лікарні та інші спеціалізовані заклади (центри, диспансери, госпіталі для інвалідів ВВВ, лепрозорії, медико-санітарні частини тощо, що мають ліжкову мережу)","281,071.50","145,341.30","38,655.20","4,174.60","3,986.00","1,117.85",527.3,188.6,,,"285,246.10"
"080204",Санаторії для хворих туберкульозом,"15,297.60","7,774.20","1,256.10",18.7,18.7,,,,,,"15,316.30"
"080205",Санаторії для дітей та підлітків (нетуберкульозні) ,"11,467.40","6,056.00","1,112.80",0,,,,,,,"11,467.40"
"080207",Будинки дитини,"15,213.70","9,251.50","1,249.70",,,,,,,,"15,213.70"
"080208",Станція переливання крові,"8,381.90","4,350.50",858.4,207.4,157.4,39.4,6.4,50,,,"8,589.30"
"080209",Станції швидкої та невідкладної медичної допомоги ,"104,561.20",,,"2,059.00",55.5,,,"2,003.50","2,000.00","2,000.00","106,620.20"
"080400","Спеціалізовані поліклініки (в т.ч. диспансери, медико-санітарні частини, пересувні консультативні діагностичні центри тощо, які не мають ліжкового фонду)","7,297.40","4,864.80",226.7,30.3,27.5,,,2.8,,,"7,327.70"
"080500",Загальні і спеціалізовані стоматологічні поліклініки,"9,517.60",,,"2,787.70","2,737.70",,,50,,,"12,305.30"
"080704",Центри здоров'я і заходи у сфері санітарної освіти,977.4,621.7,28,,,,,,,,977.4
"081001",Медико-соціальні експертні комісії ,"5,875.90","4,088.00",240.5,0,,,,,,,"5,875.90"
"081002",Інші заходи по охороні здоров'я,"134,304.50","16,663.80","1,386.70","2,327.80",288.7,117.3,11.7,"2,039.10","2,000.00","2,000.00","136,632.30"
"081003","Служби технічного нагляду за будівництвом та капітальним ремонтом, централізовані бухгалтерії, групи централізованого господарського обслуговування","6,029.60","2,128.10",349.8,2,2,,,,,,"6,031.60"
"081009",Забезпечення централізованих заходів з лікування хворих на цукровий та нецукровий діабет,"17,492.50",,,,,,,,,,"17,492.50"
"090000",Соціальний захист та соціальне забезпечення,"80,747.53","38,618.19","11,835.50","18,520.30","18,230.30",0,0,290,290,290,"99,267.83"
"090412",Інші видатки на соціальний захист населення ,"1,530.00",,,,,,,,,,"1,530.00"
"090601",Будинки-інтернати для малолітніх інвалідів ,"16,277.80","8,957.97","1,907.80","4,082.40","4,082.40",,,,,,"20,360.20"
"090700","Утримання закладів, що надають соціальні послуги дітям, які опинились в складних життєвих обставинах ","3,763.60","1,815.30",389.2,,,,,,,,"3,763.60"
"090802",Інші програми соціального захисту дітей ,25,,,,,,,,,,25
"090901",Будинки-інтернати (пансіонати) для літніх людей та інвалідів системи соціального захисту,"45,092.60","24,350.58","9,179.70","14,147.90","14,147.90",,,,,,"59,240.50"
"091101","Утримання центрів соціальних служб для сім'ї, дітей та молоді","1,480.00",924.8,37,,,,,,,,"1,480.00"
"091102","Програми і заходи центрів соціальних служб для сім'ї, дітей та молоді",300,,,,,,,,,,300
"091103",Соціальні програми і заходи державних органів у справах молоді ,"1,136.40",,,,,,,,,,"1,136.40"
"091106",Інші видатки ,"2,419.40","1,158.60",103.9,,,,,,,,"2,419.40"
